"","Castanhal","n_arvore","n_do_ourico","n_de_sementes_por_fruto_ourico","Peso_total_das_sementes_dos_10.frutos_ouricos_Kg","UC","Ano"
"952","Irmaos Gamas",568,2,18,NA,"Cazumba",2020
"953","Irmaos Gamas",568,3,19,NA,"Cazumba",2020
"954","Irmaos Gamas",568,4,18,NA,"Cazumba",2020
"955","Irmaos Gamas",568,5,17,NA,"Cazumba",2020
"956","Irmaos Gamas",568,6,23,NA,"Cazumba",2020
"957","Irmaos Gamas",568,7,15,NA,"Cazumba",2020
"958","Irmaos Gamas",568,8,21,NA,"Cazumba",2020
"959","Irmaos Gamas",568,9,20,NA,"Cazumba",2020
"960","Irmaos Gamas",568,10,20,NA,"Cazumba",2020
"961","Irmaos Gamas",573,1,23,1100,"Cazumba",2020
"962","Irmaos Gamas",573,2,19,NA,"Cazumba",2020
"963","Irmaos Gamas",573,3,20,NA,"Cazumba",2020
"964","Irmaos Gamas",573,4,23,NA,"Cazumba",2020
"965","Irmaos Gamas",573,5,17,NA,"Cazumba",2020
"966","Irmaos Gamas",573,6,18,NA,"Cazumba",2020
"967","Irmaos Gamas",573,7,24,NA,"Cazumba",2020
"968","Irmaos Gamas",573,8,21,NA,"Cazumba",2020
"969","Irmaos Gamas",573,9,21,NA,"Cazumba",2020
"970","Irmaos Gamas",573,10,22,NA,"Cazumba",2020
"971","Irmaos Gamas",581,1,21,1600,"Cazumba",2020
"972","Irmaos Gamas",581,2,27,NA,"Cazumba",2020
"973","Irmaos Gamas",581,3,22,NA,"Cazumba",2020
"974","Irmaos Gamas",581,4,25,NA,"Cazumba",2020
"975","Irmaos Gamas",581,5,26,NA,"Cazumba",2020
"976","Irmaos Gamas",581,6,21,NA,"Cazumba",2020
"977","Irmaos Gamas",581,7,29,NA,"Cazumba",2020
"978","Irmaos Gamas",581,8,28,NA,"Cazumba",2020
"979","Irmaos Gamas",581,9,25,NA,"Cazumba",2020
"980","Irmaos Gamas",581,10,30,NA,"Cazumba",2020
"981","Irmaos Gamas",582,1,16,850,"Cazumba",2020
"982","Irmaos Gamas",582,2,17,NA,"Cazumba",2020
"983","Irmaos Gamas",582,3,18,NA,"Cazumba",2020
"984","Irmaos Gamas",582,4,18,NA,"Cazumba",2020
"985","Irmaos Gamas",582,5,20,NA,"Cazumba",2020
"986","Irmaos Gamas",582,6,19,NA,"Cazumba",2020
"987","Irmaos Gamas",582,7,19,NA,"Cazumba",2020
"988","Irmaos Gamas",582,8,15,NA,"Cazumba",2020
"989","Irmaos Gamas",582,9,14,NA,"Cazumba",2020
"990","Irmaos Gamas",582,10,14,NA,"Cazumba",2020
"991","Irmaos Gamas",587,1,16,1300,"Cazumba",2020
"992","Irmaos Gamas",587,2,20,NA,"Cazumba",2020
"993","Irmaos Gamas",587,3,17,NA,"Cazumba",2020
"994","Irmaos Gamas",587,4,22,NA,"Cazumba",2020
"995","Irmaos Gamas",587,5,17,NA,"Cazumba",2020
"996","Irmaos Gamas",587,6,18,NA,"Cazumba",2020
"997","Irmaos Gamas",587,7,17,NA,"Cazumba",2020
"998","Irmaos Gamas",587,8,18,NA,"Cazumba",2020
"999","Irmaos Gamas",587,9,20,NA,"Cazumba",2020
"1000","Irmaos Gamas",587,10,17,NA,"Cazumba",2020
"1001","Dimar",590,1,18,1038,"Cazumba",2020
"1002","Dimar",590,2,19,NA,"Cazumba",2020
"1003","Dimar",590,3,21,NA,"Cazumba",2020
"1004","Dimar",590,4,20,NA,"Cazumba",2020
"1005","Dimar",590,5,19,NA,"Cazumba",2020
"1006","Dimar",590,6,18,NA,"Cazumba",2020
"1007","Dimar",590,7,20,NA,"Cazumba",2020
"1008","Dimar",590,8,19,NA,"Cazumba",2020
"1009","Dimar",590,9,20,NA,"Cazumba",2020
"1010","Dimar",590,10,16,NA,"Cazumba",2020
"1011","Dimar",591,1,22,1354,"Cazumba",2020
"1012","Dimar",591,2,19,NA,"Cazumba",2020
"1013","Dimar",591,3,19,NA,"Cazumba",2020
"1014","Dimar",591,4,16,NA,"Cazumba",2020
"1015","Dimar",591,5,22,NA,"Cazumba",2020
"1016","Dimar",591,6,15,NA,"Cazumba",2020
"1017","Dimar",591,7,17,NA,"Cazumba",2020
"1018","Dimar",591,8,20,NA,"Cazumba",2020
"1019","Dimar",591,9,18,NA,"Cazumba",2020
"1020","Dimar",591,10,21,NA,"Cazumba",2020
"1021","Dimar",598,1,17,1306,"Cazumba",2020
"1022","Dimar",598,2,21,NA,"Cazumba",2020
"1023","Dimar",598,3,19,NA,"Cazumba",2020
"1024","Dimar",598,4,19,NA,"Cazumba",2020
"1025","Dimar",598,5,15,NA,"Cazumba",2020
"1026","Dimar",598,6,21,NA,"Cazumba",2020
"1027","Dimar",598,7,20,NA,"Cazumba",2020
"1028","Dimar",598,8,20,NA,"Cazumba",2020
"1029","Dimar",598,9,19,NA,"Cazumba",2020
"1030","Dimar",598,10,20,NA,"Cazumba",2020
"1031","Dimar",595,1,21,1770,"Cazumba",2020
"1032","Dimar",595,2,17,NA,"Cazumba",2020
"1033","Dimar",595,3,22,NA,"Cazumba",2020
"1034","Dimar",595,4,18,NA,"Cazumba",2020
"1035","Dimar",595,5,19,NA,"Cazumba",2020
"1036","Dimar",595,6,22,NA,"Cazumba",2020
"1037","Dimar",595,7,17,NA,"Cazumba",2020
"1038","Dimar",595,8,21,NA,"Cazumba",2020
"1039","Dimar",595,9,20,NA,"Cazumba",2020
"1040","Dimar",595,10,17,NA,"Cazumba",2020
"1041","Dimar",596,1,NA,NA,"Cazumba",2020
"1042","Dimar",596,2,NA,NA,"Cazumba",2020
"1043","Dimar",596,3,NA,NA,"Cazumba",2020
"1044","Dimar",596,4,NA,NA,"Cazumba",2020
"1045","Dimar",596,5,NA,NA,"Cazumba",2020
"1046","Dimar",596,6,NA,NA,"Cazumba",2020
"1047","Dimar",596,7,NA,NA,"Cazumba",2020
"1048","Dimar",596,8,NA,NA,"Cazumba",2020
"1049","Dimar",596,9,NA,NA,"Cazumba",2020
"1050","Dimar",596,10,NA,NA,"Cazumba",2020
"1051","Marizan",600,1,25,2000,"Cazumba",2020
"1052","Marizan",600,2,26,NA,"Cazumba",2020
"1053","Marizan",600,3,26,NA,"Cazumba",2020
"1054","Marizan",600,4,26,NA,"Cazumba",2020
"1055","Marizan",600,5,24,NA,"Cazumba",2020
"1056","Marizan",600,6,33,NA,"Cazumba",2020
"1057","Marizan",600,7,33,NA,"Cazumba",2020
"1058","Marizan",600,8,27,NA,"Cazumba",2020
"1059","Marizan",600,9,23,NA,"Cazumba",2020
"1060","Marizan",600,10,28,NA,"Cazumba",2020
"1061","Marizan",601,1,22,1700,"Cazumba",2020
"1062","Marizan",601,2,21,NA,"Cazumba",2020
"1063","Marizan",601,3,21,NA,"Cazumba",2020
"1064","Marizan",601,4,23,NA,"Cazumba",2020
"1065","Marizan",601,5,22,NA,"Cazumba",2020
"1066","Marizan",601,6,20,NA,"Cazumba",2020
"1067","Marizan",601,7,21,NA,"Cazumba",2020
"1068","Marizan",601,8,21,NA,"Cazumba",2020
"1069","Marizan",601,9,20,NA,"Cazumba",2020
"1070","Marizan",601,10,16,NA,"Cazumba",2020
"1071","Marizan",603,1,19,2600,"Cazumba",2020
"1072","Marizan",603,2,26,NA,"Cazumba",2020
"1073","Marizan",603,3,27,NA,"Cazumba",2020
"1074","Marizan",603,4,26,NA,"Cazumba",2020
"1075","Marizan",603,5,26,NA,"Cazumba",2020
"1076","Marizan",603,6,25,NA,"Cazumba",2020
"1077","Marizan",603,7,21,NA,"Cazumba",2020
"1078","Marizan",603,8,26,NA,"Cazumba",2020
"1079","Marizan",603,9,28,NA,"Cazumba",2020
"1080","Marizan",603,10,24,NA,"Cazumba",2020
"1081","Marizan",606,1,20,1400,"Cazumba",2020
"1082","Marizan",606,2,17,NA,"Cazumba",2020
"1083","Marizan",606,3,13,NA,"Cazumba",2020
"1084","Marizan",606,4,16,NA,"Cazumba",2020
"1085","Marizan",606,5,15,NA,"Cazumba",2020
"1086","Marizan",606,6,19,NA,"Cazumba",2020
"1087","Marizan",606,7,15,NA,"Cazumba",2020
"1088","Marizan",606,8,16,NA,"Cazumba",2020
"1089","Marizan",606,9,17,NA,"Cazumba",2020
"1090","Marizan",606,10,10,NA,"Cazumba",2020
"1091","Marizan",609,1,15,1000,"Cazumba",2020
"1092","Marizan",609,2,18,NA,"Cazumba",2020
"1093","Marizan",609,3,19,NA,"Cazumba",2020
"1094","Marizan",609,4,18,NA,"Cazumba",2020
"1095","Marizan",609,5,16,NA,"Cazumba",2020
"1096","Marizan",609,6,17,NA,"Cazumba",2020
"1097","Marizan",609,7,17,NA,"Cazumba",2020
"1098","Marizan",609,8,17,NA,"Cazumba",2020
"1099","Marizan",609,9,27,NA,"Cazumba",2020
"1100","Marizan",609,10,24,NA,"Cazumba",2020
"1101","Coletivo",NA,NA,NA,NA,"Cazumba",2021
"1102","Davi",NA,NA,NA,NA,"Cazumba",2021
"1103","Dimar",NA,NA,NA,NA,"Cazumba",2018
"1104","Dimar",NA,NA,NA,NA,"Cazumba",2021
"1105","Irmãos Gamas",NA,NA,NA,NA,"Cazumba",2018
"1106","Irmãos Gamas",NA,NA,NA,NA,"Cazumba",2021
"1107","Mariazinha",NA,NA,NA,NA,"Cazumba",2021
"1108","Marizan",NA,NA,NA,NA,"Cazumba",2018
"1109","Marizan",NA,NA,NA,NA,"Cazumba",2021
"1110","Zequinha",NA,NA,NA,NA,"Cazumba",2018
"1111","Zequinha",NA,NA,NA,NA,"Cazumba",2021
"1112","Zirmão",NA,NA,NA,NA,"Cazumba",2021
"1113","Zirmão 2",NA,NA,NA,NA,"Cazumba",2018
"1114","Zirmão 2",NA,NA,NA,NA,"Cazumba",2021
